Year,State,County,School_districtÂ ,CityÂ ,Number_reporting,School,Public/Private,Age,Total_enrolled,Total_complete,Total_exempt,ME_total,PME_total,TME_total,PBE_total,PBE_total-philosophy,PBE_total-religion,TDaP,TDaP_exempt,Var,Var_exempt,HepB,HepB_exempt,HepA,HepA_exempt,MMR,Mumps_exempt,Rubella_exempt,Measles2,Measles2_exempt,Polio(IPV),Polio(IPV)_exempt,DTaP,DTaP_exempt,HIB1,HIB1_exempt,MCV4,MCV4_exempt,PCV13,PCV13_exempt,Influenza,Influenza_exempt,No_record
2017,Vermont,Grand Isle,,,,,,K12,584,544.0,,0.0,,,0.0,,0.0,556.0,,563.0,,566.0,,,,568.0,,,,,561.0,,556.0,,,,0.0,,,,,,
2017,Vermont,Grand Isle,,,,,,KG,62,50.0,,1.0,,,1.0,,1.0,0.0,,55.0,,57.0,,,,57.0,,,,,56.0,,54.0,,,,0.0,,,,,,
2017,Vermont,Lamoille,,,,,,K12,3689,3409.0,,0.0,,,0.0,,0.0,3517.0,,3507.0,,3568.0,,,,3562.0,,,,,3551.0,,3517.0,,,,80.0,,,,,,
2017,Vermont,Lamoille,,,,,,KG,256,213.0,,1.0,,,17.0,,17.0,0.0,,220.0,,236.0,,,,225.0,,,,,226.0,,228.0,,,,0.0,,,,,,
2017,Vermont,NH,,,,,,K12,219,218.0,,0.0,,,0.0,,0.0,219.0,,218.0,,218.0,,,,218.0,,,,,218.0,,219.0,,,,0.0,,,,,,
2017,Vermont,Orange,,,,,,K12,3939,3789.0,,0.0,,,0.0,,0.0,3859.0,,3851.0,,3864.0,,,,3868.0,,,,,3872.0,,3859.0,,,,96.0,,,,,,
2017,Vermont,Orange,,,,,,KG,287,275.0,,0.0,,,9.0,,9.0,0.0,,278.0,,280.0,,,,280.0,,,,,281.0,,281.0,,,,0.0,,,,,,
2017,Vermont,Orleans,,,,,,K12,3749,3548.0,,0.0,,,0.0,,0.0,3611.0,,3625.0,,3649.0,,,,3642.0,,,,,3641.0,,3611.0,,,,0.0,,,,,,
2017,Vermont,Orleans,,,,,,KG,321,293.0,,0.0,,,8.0,,8.0,0.0,,305.0,,311.0,,,,305.0,,,,,306.0,,303.0,,,,0.0,,,,,,
2017,Vermont,Rutland,,,,,,K12,7407,6989.0,,0.0,,,0.0,,0.0,7140.0,,7137.0,,7186.0,,,,7187.0,,,,,7168.0,,7140.0,,,,46.0,,,,,,
2017,Vermont,Rutland,,,,,,KG,582,527.0,,0.0,,,22.0,,22.0,0.0,,535.0,,550.0,,,,539.0,,,,,541.0,,540.0,,,,0.0,,,,,,
2017,Vermont,Washington,,,,,,K12,8248,7524.0,,0.0,,,0.0,,0.0,7792.0,,7794.0,,7752.0,,,,7823.0,,,,,7796.0,,7792.0,,,,104.0,,,,,,
2017,Vermont,Washington,,,,,,KG,611,541.0,,2.0,,,29.0,,29.0,0.0,,553.0,,570.0,,,,552.0,,,,,559.0,,559.0,,,,0.0,,,,,,
2017,Vermont,Windham,,,,,,K12,6170,5671.0,,0.0,,,0.0,,0.0,5872.0,,5836.0,,5863.0,,,,5901.0,,,,,5886.0,,5872.0,,,,769.0,,,,,,
2017,Vermont,Windham,,,,,,KG,414,377.0,,1.0,,,14.0,,14.0,0.0,,384.0,,392.0,,,,387.0,,,,,390.0,,387.0,,,,0.0,,,,,,
2017,Vermont,Windsor,,,,,,K12,6971,6662.0,,0.0,,,0.0,,0.0,6778.0,,6752.0,,6800.0,,,,6790.0,,,,,6793.0,,6778.0,,,,0.0,,,,,,
2017,Vermont,Windsor,,,,,,KG,519,463.0,,3.0,,,27.0,,27.0,0.0,,476.0,,488.0,,,,480.0,,,,,481.0,,482.0,,,,0.0,,,,,,
