Year ,RCDTS,Enrollment,PBE,PME
2010-2011,06016528X100000,428,1,0
2010-2011,06016529X100000,629,0,0
2010-2011,06016530X100000,146,2,0
2010-2011,06016554X100000,436,1,4
2010-2011,06016723X260000,230,0,0
2010-2011,06016736X100000,70,0,0
2010-2011,06016744X160000,138,7,0
2010-2011,06016818X160000,122,3,0
2010-2011,06016856X160000,79,0,0
2010-2011,06016859X160000,27,0,0
2010-2011,06016943X160000,148,1,0
2010-2011,06016966X160000,26,1,0
2010-2011,06016981X160000,48,2,0
2010-2011,06016990X010000,65,1,0
2010-2011,06016999X160000,81,1,0
2010-2011,07016012X060000,26,1,0
2010-2011,07016015X230000,25,1,0
2010-2011,07016019X270000,21,0,0
2010-2011,07016029X010000,96,0,0
2010-2011,07016040X140000,14,0,0
2010-2011,07016126X060000,135,2,0
2010-2011,07016137X060000,149,0,1
2010-2011,07016142X060000,79,0,1
2010-2011,07016152X060000,122,0,0
2010-2011,07016163X060000,155,0,0
2010-2011,07016164X060000,255,0,0
2010-2011,07016173X060000,50,0,0
2010-2011,07016195X020000,33,0,0
2010-2011,07016208X160000,61,6,0
2010-2011,07016209X030000,238,3,0
2010-2011,07016214X030000,203,0,0
2010-2011,07016216X030000,334,8,1
2010-2011,07016237X140000,60,0,0
2010-2011,07016243X260000,338,0,0
2010-2011,07016254X010000,108,1,0
2010-2011,07016268X100000,179,0,0
2010-2011,07016286X100000,190,0,0
2010-2011,07016290X100000,300,0,0
2010-2011,07016291X100000,227,0,2
2010-2011,07016337X250000,157,11,0
2010-2011,07016362X100000,644,6,0
2010-2011,07016376X100000,117,0,0
2010-2011,07016428X160000,20,0,0
2010-2011,07016429X010000,40,0,1
2010-2011,07016446X010000,62,0,0
2010-2011,07016455X100000,215,0,0
2010-2011,07016466X100000,261,0,0
2010-2011,07016475X100000,526,1,1
2010-2011,07016476X100000,169,0,2
2010-2011,07016477X100000,472,2,1
2010-2011,07016478X100000,329,0,0
2010-2011,07016481X100000,265,0,0
2010-2011,07016486X100000,596,2,1
2010-2011,07016488X100000,243,0,0
2010-2011,07016490X100000,474,3,2
2010-2011,07016491X100000,239,0,0
2010-2011,07016495X100000,200,0,0
2010-2011,07016509X100000,465,0,0
2010-2011,07016519X100000,221,2,0
2010-2011,07016520X140000,189,0,0
2010-2011,07016525X100000,187,0,0
2010-2011,07016533X160000,93,1,2
2010-2011,07016541X100000,324,0,0
2010-2011,07016551X100000,367,3,0
2010-2011,07016552X100000,225,1,0
2010-2011,07016559X100000,129,1,0
2010-2011,07016560X100000,419,3,0
2010-2011,07016577X100000,656,0,1
2010-2011,07016582X100000,163,0,0
2010-2011,07016609X100000,226,0,0
2010-2011,07016641X100000,281,0,0
2010-2011,07016642X100000,101,0,0
2010-2011,07016654X100000,389,0,1
2010-2011,07016683X170000,168,2,5
2010-2011,07016724X140000,125,0,0
2010-2011,07016732X030000,377,13,1
2010-2011,07016739X100000,192,0,0
2010-2011,07016752X010000,14,0,0
2010-2011,07016768X010000,40,0,0
2010-2011,07016784X060000,16,1,0
2010-2011,07016790X160000,118,5,0
2010-2011,07016814X260000,46,0,0
2010-2011,07016829X140000,55,4,0
2010-2011,07016840X160000,16,0,2
2010-2011,07016878X110000,42,0,0
2010-2011,07016889X160000,119,5,0
2010-2011,07016991X160000,44,0,0
2010-2011,08043001X100000,94,1,0
2010-2011,08089002X060000,191,7,1
2010-2011,08089004X100000,194,2,0
2010-2011,08089010X260000,91,9,0
2010-2011,09010001X100000,327,1,1
2010-2011,09010002X100000,182,1,0
2010-2011,09010004X100000,110,0,0
2010-2011,09010006X100000,445,3,0
2010-2011,09010007X010000,27,0,0
2010-2011,09010014X060000,210,0,0
2010-2011,09010024X010000,51,1,0
2010-2011,09010028X160000,118,2,1
2010-2011,09010029X010000,145,2,0
2010-2011,09010034X260000,45,0,0
2010-2011,10011001X100000,151,3,0
2010-2011,10011004X100000,117,0,0
2010-2011,10011007X260000,200,0,0
2010-2011,10068002X100000,91,0,0
2010-2011,10068005X060000,132,1,3
2010-2011,11015003X100000,134,1,0
2010-2011,11015022X060000,235,4,0
2010-2011,11015026X260000,55,4,2
2010-2011,11023001X100000,77,0,0
2010-2011,11087002X100000,98,0,0
2010-2011,11087004X060000,69,0,0
2010-2011,12017002X140000,113,3,0
2010-2011,12040001X100000,124,3,1
2010-2011,12080001X100000,179,0,5
2010-2011,13014004X100000,344,0,0
2010-2011,13014008X060000,90,1,0
2010-2011,13058002X100000,102,0,0
2010-2011,13058004X060000,125,0,0
2010-2011,13058010X100000,52,0,0
2010-2011,13095001X060000,107,0,0
2010-2011,13095005X100000,59,0,0
2010-2011,13095006X060000,65,0,0
2010-2011,13095008X100000,113,0,0
2010-2011,15016004X010000,491,7,6
2010-2011,15016011X010000,155,0,2
2010-2011,15016034X020000,184,0,0
2010-2011,15016036X010000,42,0,0
2010-2011,15016062X100000,167,0,0
2010-2011,15016067X100000,74,0,0
2010-2011,15016090X140000,80,2,0
2010-2011,15016107X010000,231,0,0
2010-2011,15016112X140000,34,0,0
2010-2011,15016175X060000,79,0,0
2010-2011,15016178X060000,56,0,0
2010-2011,15016181X060000,48,0,0
2010-2011,15016182X010000,109,0,0
2010-2011,15016184X060000,91,0,0
2010-2011,15016186X060000,155,0,1
2010-2011,15016187X060000,107,0,2
2010-2011,15016189X060000,127,0,0
2010-2011,15016190X060000,91,0,0
2010-2011,15016201X060000,87,0,0
2010-2011,15016204X060000,101,0,0
2010-2011,15016206X060000,171,0,0
2010-2011,15016210X050000,256,4,0
2010-2011,15016211X050000,526,0,0
2010-2011,15016215X250000,103,0,0
2010-2011,15016217X260000,155,0,0
2010-2011,15016228X100000,239,0,0
2010-2011,15016231X050000,507,8,0
2010-2011,15016241X010000,185,1,1
2010-2011,15016270X060000,33,0,0
2010-2011,15016271X100000,690,3,1
2010-2011,15016302X100000,102,0,0
2010-2011,15016317X100000,231,2,0
2010-2011,15016319X100000,190,0,0
2010-2011,15016321X100000,205,0,0
2010-2011,15016324X100000,178,0,0
2010-2011,15016325X100000,457,0,0
2010-2011,15016326X100000,264,0,0
2010-2011,15016328X100000,467,0,0
2010-2011,15016329X100000,558,1,0
2010-2011,15016331X100000,450,0,0
2010-2011,15016333X160000,19,0,0
2010-2011,15016339X100000,206,0,0
2010-2011,15016340X100000,355,7,0
2010-2011,15016346X010000,30,0,0
2010-2011,15016347X270000,606,0,0
2010-2011,15016348X100000,308,0,0
2010-2011,15016349X100000,567,1,0
2010-2011,15016350X030000,77,0,0
2010-2011,15016352X100000,459,0,0
2010-2011,15016356X100000,130,0,1
2010-2011,15016357X100000,192,0,0
2010-2011,15016365X100000,219,0,0
2010-2011,15016366X100000,337,1,0
2010-2011,15016367X100000,225,0,0
2010-2011,15016368X100000,196,0,0
2010-2011,15016370X100000,294,0,0
2010-2011,15016372X100000,281,0,2
2010-2011,15016375X100000,192,0,0
2010-2011,15016378X100000,260,0,0
2010-2011,15016382X100000,182,0,0
2010-2011,15016383X100000,288,0,0
2010-2011,15016384X100000,173,0,0
2010-2011,15016388X100000,346,2,0
2010-2011,15016392X100000,161,0,0
2010-2011,15016393X100000,188,0,0
2010-2011,15016395X100000,298,0,0
2010-2011,15016397X100000,84,1,0
2010-2011,15016405X260000,152,0,0
2010-2011,15016408X100000,125,0,0
2010-2011,15016412X100000,100,0,1
2010-2011,15016417X100000,488,0,0
2010-2011,15016422X100000,264,0,0
2010-2011,15016434X100000,183,0,0
2010-2011,15016436X100000,221,0,0
2010-2011,15016437X100000,388,0,0
2010-2011,15016438X100000,230,0,0
2010-2011,15016439X100000,396,0,1
2010-2011,15016441X100000,369,2,0
2010-2011,15016445X100000,144,0,0
2010-2011,15016453X100000,361,1,0
2010-2011,15016456X100000,705,1,0
2010-2011,15016459X100000,242,0,0
2010-2011,15016460X100000,220,2,1
2010-2011,15016463X100000,205,1,0
2010-2011,15016505X100000,190,1,0
2010-2011,15016506X100000,254,3,1
2010-2011,15016521X100000,142,0,0
2010-2011,15016535X100000,149,0,0
2010-2011,15016539X100000,190,0,1
2010-2011,15016540X100000,249,1,0
2010-2011,15016542X100000,371,0,0
2010-2011,15016544X100000,239,0,0
2010-2011,15016546X100000,269,0,0
2010-2011,15016547X100000,164,0,0
2010-2011,15016548X100000,548,0,0
2010-2011,15016561X100000,344,0,1
2010-2011,15016563X100000,239,1,0
2010-2011,15016567X100000,305,0,0
2010-2011,15016571X100000,191,0,0
2010-2011,15016572X100000,204,0,0
2010-2011,15016578X100000,249,0,0
2010-2011,15016585X100000,209,0,0
2010-2011,15016588X100000,154,0,0
2010-2011,15016590X160000,54,0,0
2010-2011,15016591X100000,120,0,0
2010-2011,15016595X100000,203,0,1
2010-2011,15016596X100000,91,0,0
2010-2011,15016598X100000,206,0,0
2010-2011,15016599X100000,71,0,0
2010-2011,15016602X100000,233,0,0
2010-2011,15016604X100000,582,1,0
2010-2011,15016605X100000,387,1,1
2010-2011,15016606X100000,425,0,0
2010-2011,15016607X100000,196,0,0
2010-2011,15016608X100000,176,1,0
2010-2011,15016613X100000,165,2,4
2010-2011,15016614X100000,281,0,0
2010-2011,15016618X100000,259,0,0
2010-2011,15016619X100000,437,0,0
2010-2011,15016620X100000,165,0,0
2010-2011,15016622X100000,295,1,0
2010-2011,15016624X100000,231,0,0
2010-2011,15016626X140000,116,0,0
2010-2011,15016627X100000,277,0,0
2010-2011,15016628X100000,94,0,0
2010-2011,15016630X100000,414,0,0
2010-2011,15016632X100000,168,0,0
2010-2011,15016647X100000,162,0,0
2010-2011,15016660X140000,24,0,0
2010-2011,15016662X260000,55,0,0
2010-2011,15016672X060000,34,0,0
2010-2011,15016687X060000,119,0,0
2010-2011,15016692X010000,202,1,0
2010-2011,15016693X030000,137,1,0
2010-2011,15016705X060000,268,2,0
2010-2011,15016712X160000,92,1,0
2010-2011,15016725X010000,24,6,1
2010-2011,15016735X160000,92,0,1
2010-2011,15016738X160000,334,0,0
2010-2011,15016748X060000,43,0,0
2010-2011,15016749X050000,290,4,2
2010-2011,15016763X060000,20,0,0
2010-2011,15016780X010000,447,1,1
2010-2011,15016781X050000,151,8,0
2010-2011,15016806X100000,868,9,0
2010-2011,15016825X140000,44,0,0
2010-2011,15016838X160000,80,1,0
2010-2011,15016853X160000,249,0,0
2010-2011,15016885X010000,22,0,0
2010-2011,15016888X010000,26,0,0
2010-2011,15016892X100000,209,1,0
2010-2011,15016894X200000,333,0,0
2010-2011,15016900X030000,151,2,0
2010-2011,15016910X160000,523,11,0
2010-2011,15016927X160000,33,0,0
2010-2011,15016931X010000,60,0,0
2010-2011,15016950X010000,35,0,0
2010-2011,15016962X100000,226,0,0
2010-2011,15016970X100000,80,0,0
2010-2011,15016994X010000,281,0,0
2010-2011,15016996X260000,8,0,0
2010-2011,16019001X100000,233,3,0
2010-2011,16019003X100000,232,5,0
2010-2011,16019103X160000,17,0,0
2010-2011,17053002X100000,195,0,0
2010-2011,17053003X100000,66,0,0
2010-2011,17053005X260000,79,1,2
2010-2011,17064001X100000,403,0,0
2010-2011,17064002X100000,545,1,1
2010-2011,17064004X060000,387,5,1
2010-2011,17064006X100000,178,2,0
2010-2011,17064009X140000,51,3,0
2010-2011,17064012X010000,63,3,0
2010-2011,17064024X010000,80,1,0
2010-2011,17064027X260000,357,1,0
2010-2011,19022001X060000,249,0,0
2010-2011,19022002X100000,36,0,0
2010-2011,19022004X060000,222,0,0
2010-2011,19022006X060000,129,3,0
2010-2011,19022008X100000,250,0,0
2010-2011,19022010X100000,152,2,0
2010-2011,19022014X010000,376,4,0
2010-2011,19022015X060000,348,4,0
2010-2011,19022017X100000,159,2,0
2010-2011,19022019X100000,273,5,0
2010-2011,19022020X060000,262,4,0
2010-2011,19022021X060000,67,0,0
2010-2011,19022022X100000,169,0,0
2010-2011,19022023X100000,461,3,0
2010-2011,19022024X100000,608,9,1
2010-2011,19022025X160000,187,8,0
2010-2011,19022027X100000,386,1,0
2010-2011,19022028X100000,527,2,0
2010-2011,19022030X100000,369,1,3
2010-2011,19022031X100000,579,1,0
2010-2011,19022034X100000,614,4,0
2010-2011,19022035X100000,552,0,1
2010-2011,19022036X100000,329,0,0
2010-2011,19022037X100000,488,0,3
2010-2011,19022039X100000,311,5,0
2010-2011,19022040X100000,261,2,0
2010-2011,19022041X100000,692,2,2
2010-2011,19022043X030000,53,0,0
2010-2011,19022046X100000,546,4,2
2010-2011,19022048X260000,538,23,1
2010-2011,19022052X100000,245,13,0
2010-2011,19022053X100000,535,0,0
2010-2011,19022054X100000,243,0,0
2010-2011,19022057X100000,301,0,0
2010-2011,19022058X100000,197,0,1
2010-2011,19022060X100000,560,4,3
2010-2011,19022061X060000,68,0,4
2010-2011,19022064X160000,59,0,0
2010-2011,19022065X030000,755,19,0
2010-2011,19022067X260000,73,3,0
2010-2011,19022069X260000,203,2,3
2010-2011,19022070X060000,86,0,1
2010-2011,19022071X100000,543,2,0
2010-2011,19022075X260000,202,10,0
2010-2011,19022078X060000,88,0,0
2010-2011,19022079X160000,33,0,0
2010-2011,19022080X010000,32,0,0
2010-2011,19022081X140000,90,10,0
2010-2011,19022097X160000,40,4,0
2010-2011,19022107X160000,86,0,0
2010-2011,19022108X160000,19,0,0
2010-2011,19022109X260000,328,8,0
2010-2011,19022111X160000,115,1,0
2010-2011,19022112X110000,28,0,1
2010-2011,19022117X160000,35,0,0
2010-2011,19022123X160000,67,9,0
2010-2011,19022131X160000,30,7,0
2010-2011,19022135X160000,209,5,0
2010-2011,19022137X160000,40,1,0
2010-2011,19022143X010000,84,38,0
2010-2011,19022151X010000,133,22,0
2010-2011,19022153X170000,94,0,0
2010-2011,19022160X160000,95,0,4
2010-2011,19022161X010000,69,6,0
2010-2011,19022162X160000,142,0,0
2010-2011,19022164X160000,5,0,0
2010-2011,19022166X010000,37,0,0
2010-2011,19022169X010000,87,0,0
2010-2011,19022170X010000,80,0,0
2010-2011,19022172X010000,89,1,0
2010-2011,19022173X010000,72,0,0
2010-2011,19022174X010000,79,0,0
2010-2011,19022178X070000,329,5,0
2010-2011,19022180X160000,16,0,0
2010-2011,20093001X100000,126,0,0
2010-2011,20093002X140000,35,0,0
2010-2011,21028002X100000,90,5,0
2010-2011,21100001X100000,311,2,0
2010-2011,21100003X110000,9,0,0
2010-2011,24032002X100000,219,0,0
2010-2011,24047001X060000,296,10,0
2010-2011,24047002X100000,216,0,2
2010-2011,24047003X060000,217,2,0
2010-2011,24047004X260000,158,3,0
2010-2011,24047006X160000,71,6,0
2010-2011,24047007X140000,1,0,0
2010-2011,25041002X100000,152,3,0
2010-2011,26034002X100000,67,0,0
2010-2011,26062001X100000,181,0,12
2010-2011,26062002X200000,40,1,0
2010-2011,27094001X100000,180,0,0
2010-2011,28006003X100000,100,0,0
2010-2011,28006005X260000,85,6,2
2010-2011,28037004X100000,115,1,0
2010-2011,28037007X100000,110,0,0
2010-2011,30039001X060000,39,0,1
2010-2011,30039003X100000,142,2,0
2010-2011,30039004X010000,52,7,0
2010-2011,30073002X100000,161,0,1
2010-2011,31045001X100000,256,1,0
2010-2011,31045007X060000,37,0,0
2010-2011,31045008X100000,589,0,0
2010-2011,31045010X060000,302,1,0
2010-2011,31045017X100000,221,0,0
2010-2011,31045021X100000,232,8,0
2010-2011,31045022X100000,153,0,1
2010-2011,31045024X060000,197,6,0
2010-2011,31045025X100000,192,0,0
2010-2011,31045026X100000,219,0,0
2010-2011,31045027X100000,179,0,0
2010-2011,31045029X100000,230,0,0
2010-2011,31045030X010000,147,1,0
2010-2011,31045032X100000,514,10,1
2010-2011,31045033X060000,140,0,0
2010-2011,31045034X100000,137,0,0
2010-2011,31045035X100000,509,0,0
2010-2011,31045037X100000,245,0,0
2010-2011,31045038X100000,52,0,0
2010-2011,31045039X100000,271,1,0
2010-2011,31045040X260000,52,1,0
2010-2011,31045041X270000,565,48,1
2010-2011,31045043X100000,206,4,0
2010-2011,31045047X010000,75,10,0
2010-2011,31045048X060000,70,1,0
2010-2011,31045049X260000,84,4,0
2010-2011,31045051X160000,87,2,1
2010-2011,31045052X160000,4,0,0
2010-2011,31045053X140000,100,2,0
2010-2011,31045055X100000,352,5,2
2010-2011,31045073X160000,66,0,1
2010-2011,31045080X200000,113,5,0
2010-2011,31045085X260000,82,3,0
2010-2011,31045087X010000,60,0,1
2010-2011,31045089X160000,117,4,0
2010-2011,31045090X160000,43,3,0
2010-2011,31045096X010000,30,0,0
2010-2011,31045097X060000,310,9,0
2010-2011,31045098X160000,56,0,0
2010-2011,31045102X010000,132,1,0
2010-2011,31045106X160000,15,0,0
2010-2011,32038003X060000,103,0,2
2010-2011,32038004X060000,115,0,0
2010-2011,32038005X060000,93,0,0
2010-2011,32046001X100000,320,3,0
2010-2011,32046005X100000,217,1,1
2010-2011,32046008X100000,196,0,0
2010-2011,32046009X060000,177,0,0
2010-2011,32046017X030000,21,1,0
2010-2011,33048003X100000,236,0,0
2010-2011,34049003X160000,189,13,3
2010-2011,34049005X160000,33,0,0
2010-2011,34049006X100000,277,0,1
2010-2011,34049009X160000,86,1,0
2010-2011,34049011X160000,82,0,0
2010-2011,34049012X160000,78,1,0
2010-2011,34049014X100000,278,2,1
2010-2011,34049015X100000,254,0,0
2010-2011,34049016X100000,287,0,0
2010-2011,34049017X100000,448,5,1
2010-2011,34049019X100000,271,5,0
2010-2011,34049020X100000,495,14,2
2010-2011,34049021X100000,664,5,2
2010-2011,34049022X100000,156,0,0
2010-2011,34049023X100000,498,1,0
2010-2011,34049024X100000,208,0,0
2010-2011,34049025X100000,345,0,0
2010-2011,34049026X100000,544,3,0
2010-2011,34049027X100000,105,2,0
2010-2011,34049028X100000,331,2,0
2010-2011,34049029X060000,121,0,0
2010-2011,34049030X100000,636,3,0
2010-2011,34049032X100000,209,0,2
2010-2011,34049033X110000,46,1,0
2010-2011,34049034X100000,156,2,0
2010-2011,34049035X100000,81,0,0
2010-2011,34049038X060000,80,0,0
2010-2011,34049039X060000,169,3,0
2010-2011,34049040X010000,440,6,3
2010-2011,34049041X100000,136,0,0
2010-2011,34049043X060000,80,0,0
2010-2011,34049046X260000,32,3,0
2010-2011,34049048X160000,118,0,8
2010-2011,34049059X010000,1,0,0
2010-2011,34049061X010000,96,43,0
2010-2011,34049073X160000,162,2,0
2010-2011,34049083X160000,85,1,0
2010-2011,34049091X160000,65,0,0
2010-2011,34049092X160000,23,0,0
2010-2011,34049094X010000,18,0,0
2010-2011,34049095X160000,24,0,0
2010-2011,34049098X160000,84,0,1
2010-2011,34049100X060000,134,0,0
2010-2011,34049101X010000,104,0,0
2010-2011,34049104X160000,120,0,0
2010-2011,34049106X160000,52,0,0
2010-2011,34049107X160000,96,0,0
2010-2011,34049109X160000,70,0,0
2010-2011,34049110X160000,12,0,0
2010-2011,34049111X090000,184,3,0
2010-2011,34049119X160000,26,0,0
2010-2011,34049120X010000,40,0,0
2010-2011,34049123X100000,131,0,0
2010-2011,35050001X100000,175,0,0
2010-2011,35050005X100000,247,0,0
2010-2011,35050012X100000,161,0,0
2010-2011,35050016X100000,72,0,0
2010-2011,35050024X100000,141,1,0
2010-2011,35050025X100000,150,3,2
2010-2011,35050028X100000,130,1,0
2010-2011,35050057X110000,6,0,0
2010-2011,35050058X160000,35,2,0
2010-2011,38054001X100000,104,0,0
2010-2011,38054002X060000,109,0,1
2010-2011,38054010X060000,121,6,0
2010-2011,39055001X100000,272,0,0
2010-2011,39055002X100000,252,5,1
2010-2011,39055004X100000,154,0,0
2010-2011,39055007X260000,40,0,0
2010-2011,40007002X100000,58,0,0
2010-2011,40007003X100000,92,0,0
2010-2011,40031001X100000,151,0,0
2010-2011,40042002X100000,487,0,0
2010-2011,40056001X100000,105,0,0
2010-2011,40056002X060000,114,0,0
2010-2011,41057003X060000,167,2,0
2010-2011,41057006X100000,305,1,0
2010-2011,41057007X100000,191,0,2
2010-2011,41057009X100000,254,4,0
2010-2011,41057011X100000,248,3,1
2010-2011,41057012X100000,192,0,0
2010-2011,41057015X100000,210,3,0
2010-2011,41057018X020000,152,1,0
2010-2011,41057022X060000,47,0,0
