Year,Region,County Name,Gender Name,Enrollment by Gender
2016-2017,12,FALLS COUNTY,Female,1042
2016-2017,12,FALLS COUNTY,Male,1142
2016-2017,10,FANNIN COUNTY,Female,2614
2016-2017,10,FANNIN COUNTY,Male,2745
2016-2017,13,FAYETTE COUNTY,Female,1927
2016-2017,13,FAYETTE COUNTY,Male,1933
2016-2017,14,FISHER COUNTY,Female,269
2016-2017,14,FISHER COUNTY,Male,271
2016-2017,17,FLOYD COUNTY,Female,598
2016-2017,17,FLOYD COUNTY,Male,671
2016-2017,9,FOARD COUNTY,Female,114
2016-2017,9,FOARD COUNTY,Male,113
2016-2017,4,FORT BEND COUNTY,Female,53999
2016-2017,4,FORT BEND COUNTY,Male,57696
2016-2017,8,FRANKLIN COUNTY,Female,794
2016-2017,8,FRANKLIN COUNTY,Male,824
2016-2017,12,FREESTONE COUNTY,Female,1821
2016-2017,12,FREESTONE COUNTY,Male,1979
2016-2017,20,FRIO COUNTY,Female,1557
2016-2017,20,FRIO COUNTY,Male,1683
2016-2017,17,GAINES COUNTY,Female,1744
2016-2017,17,GAINES COUNTY,Male,1785
2016-2017,AL,GALVESTON COUNTY/ALL,Female,40339
2016-2017,AL,GALVESTON COUNTY/ALL,Male,42489
2016-2017,17,GARZA COUNTY,Female,465
2016-2017,17,GARZA COUNTY,Male,568
2016-2017,13,GILLESPIE COUNTY,Female,1865
2016-2017,13,GILLESPIE COUNTY,Male,1972
2016-2017,18,GLASSCOCK COUNTY,Female,148
2016-2017,18,GLASSCOCK COUNTY,Male,160
2016-2017,3,GOLIAD COUNTY,Female,644
2016-2017,3,GOLIAD COUNTY,Male,693
2016-2017,13,GONZALES COUNTY,Female,2057
2016-2017,13,GONZALES COUNTY,Male,2214
2016-2017,16,GRAY COUNTY,Female,2008
2016-2017,16,GRAY COUNTY,Male,2087
2016-2017,10,GRAYSON COUNTY,Female,10865
2016-2017,10,GRAYSON COUNTY,Male,11712
2016-2017,7,GREGG COUNTY,Female,11749
2016-2017,7,GREGG COUNTY,Male,12562
2016-2017,6,GRIMES COUNTY,Female,2192
2016-2017,6,GRIMES COUNTY,Male,2333
2016-2017,AL,GUADALUPE COUNTY/ALL,Female,12726
2016-2017,AL,GUADALUPE COUNTY/ALL,Male,13451
2016-2017,17,HALE COUNTY,Female,3601
2016-2017,17,HALE COUNTY,Male,3770
2016-2017,16,HALL COUNTY,Female,339
2016-2017,16,HALL COUNTY,Male,387
2016-2017,12,HAMILTON COUNTY,Female,643
2016-2017,12,HAMILTON COUNTY,Male,756
2016-2017,16,HANSFORD COUNTY,Female,697
2016-2017,16,HANSFORD COUNTY,Male,722
2016-2017,9,HARDEMAN COUNTY,Female,364
2016-2017,9,HARDEMAN COUNTY,Male,403
2016-2017,5,HARDIN COUNTY,Female,5169
2016-2017,5,HARDIN COUNTY,Male,5578
2016-2017,4,HARRIS COUNTY,Female,444094
2016-2017,4,HARRIS COUNTY,Male,465453
2016-2017,7,HARRISON COUNTY,Female,6466
2016-2017,7,HARRISON COUNTY,Male,6771
2016-2017,16,HARTLEY COUNTY,Female,224
2016-2017,16,HARTLEY COUNTY,Male,198
2016-2017,14,HASKELL COUNTY,Female,436
2016-2017,14,HASKELL COUNTY,Male,444
2016-2017,13,HAYS COUNTY,Female,17630
2016-2017,13,HAYS COUNTY,Male,18607
2016-2017,16,HEMPHILL COUNTY,Female,485
2016-2017,16,HEMPHILL COUNTY,Male,512
2016-2017,AL,HENDERSON COUNTY/ALL,Female,4912
2016-2017,AL,HENDERSON COUNTY/ALL,Male,5217
2016-2017,1,HIDALGO COUNTY,Female,114872
2016-2017,1,HIDALGO COUNTY,Male,120122
2016-2017,12,HILL COUNTY,Female,3226
2016-2017,12,HILL COUNTY,Male,3429
2016-2017,17,HOCKLEY COUNTY,Female,2391
2016-2017,17,HOCKLEY COUNTY,Male,2517
2016-2017,11,HOOD COUNTY,Female,3937
2016-2017,11,HOOD COUNTY,Male,4281
2016-2017,8,HOPKINS COUNTY,Female,3307
2016-2017,8,HOPKINS COUNTY,Male,3537
2016-2017,6,HOUSTON COUNTY,Female,1566
2016-2017,6,HOUSTON COUNTY,Male,1618
2016-2017,18,HOWARD COUNTY,Female,2730
2016-2017,18,HOWARD COUNTY,Male,2869
2016-2017,19,HUDSPETH COUNTY,Female,291
2016-2017,19,HUDSPETH COUNTY,Male,314
2016-2017,AL,HUNT COUNTY/ALL,Female,7268
2016-2017,AL,HUNT COUNTY/ALL,Male,7757
2016-2017,16,HUTCHINSON COUNTY,Female,2122
2016-2017,16,HUTCHINSON COUNTY,Male,2208
2016-2017,15,IRION COUNTY,Female,122
2016-2017,15,IRION COUNTY,Male,138
2016-2017,9,JACK COUNTY,Female,769
2016-2017,9,JACK COUNTY,Male,860
2016-2017,3,JACKSON COUNTY,Female,1764
2016-2017,3,JACKSON COUNTY,Male,1787
2016-2017,5,JASPER COUNTY,Female,3098
2016-2017,5,JASPER COUNTY,Male,3304
2016-2017,18,JEFF DAVIS COUNTY,Female,135
2016-2017,18,JEFF DAVIS COUNTY,Male,138
2016-2017,5,JEFFERSON COUNTY,Female,20687
2016-2017,5,JEFFERSON COUNTY,Male,21643
2016-2017,1,JIM HOGG COUNTY,Female,563
2016-2017,1,JIM HOGG COUNTY,Male,618
2016-2017,2,JIM WELLS COUNTY,Female,3945
2016-2017,2,JIM WELLS COUNTY,Male,4273
2016-2017,11,JOHNSON COUNTY,Female,16600
2016-2017,11,JOHNSON COUNTY,Male,18113
2016-2017,14,JONES COUNTY,Female,1263
2016-2017,14,JONES COUNTY,Male,1415
2016-2017,AL,KARNES COUNTY/ALL,Female,1240
2016-2017,AL,KARNES COUNTY/ALL,Male,1283
2016-2017,10,KAUFMAN COUNTY,Female,13477
2016-2017,10,KAUFMAN COUNTY,Male,14244
2016-2017,AL,KENDALL COUNTY/ALL,Female,4604
2016-2017,AL,KENDALL COUNTY/ALL,Male,4915
2016-2017,2,KENEDY COUNTY,Female,28
2016-2017,2,KENEDY COUNTY,Male,47
2016-2017,17,KENT COUNTY,Female,65
2016-2017,17,KENT COUNTY,Male,63
2016-2017,20,KERR COUNTY,Female,3305
2016-2017,20,KERR COUNTY,Male,3562
2016-2017,15,KIMBLE COUNTY,Female,304
2016-2017,15,KIMBLE COUNTY,Male,329
2016-2017,17,KING COUNTY,Female,57
2016-2017,17,KING COUNTY,Male,55
2016-2017,20,KINNEY COUNTY,Female,300
2016-2017,20,KINNEY COUNTY,Male,320
2016-2017,2,KLEBERG COUNTY,Female,2588
2016-2017,2,KLEBERG COUNTY,Male,2681
2016-2017,9,KNOX COUNTY,Female,400
2016-2017,9,KNOX COUNTY,Male,407
2016-2017,20,LA SALLE COUNTY,Female,694
2016-2017,20,LA SALLE COUNTY,Male,674
2016-2017,8,LAMAR COUNTY,Female,4204
2016-2017,8,LAMAR COUNTY,Male,4369
2016-2017,17,LAMB COUNTY,Female,1448
2016-2017,17,LAMB COUNTY,Male,1556
2016-2017,12,LAMPASAS COUNTY,Female,1787
2016-2017,12,LAMPASAS COUNTY,Male,1858
2016-2017,3,LAVACA COUNTY,Female,1191
2016-2017,3,LAVACA COUNTY,Male,1237
2016-2017,13,LEE COUNTY,Female,1519
2016-2017,13,LEE COUNTY,Male,1567
2016-2017,6,LEON COUNTY,Female,1532
2016-2017,6,LEON COUNTY,Male,1595
2016-2017,AL,LIBERTY COUNTY/ALL,Female,7824
2016-2017,AL,LIBERTY COUNTY/ALL,Male,8435
2016-2017,12,LIMESTONE COUNTY,Female,1934
2016-2017,12,LIMESTONE COUNTY,Male,2094
2016-2017,16,LIPSCOMB COUNTY,Female,389
2016-2017,16,LIPSCOMB COUNTY,Male,423
2016-2017,2,LIVE OAK COUNTY,Female,830
2016-2017,2,LIVE OAK COUNTY,Male,914
2016-2017,13,LLANO COUNTY,Female,877
2016-2017,13,LLANO COUNTY,Male,982
2016-2017,17,LUBBOCK COUNTY,Female,24532
2016-2017,17,LUBBOCK COUNTY,Male,25670
2016-2017,17,LYNN COUNTY,Female,665
2016-2017,17,LYNN COUNTY,Male,760
2016-2017,6,MADISON COUNTY,Female,1350
2016-2017,6,MADISON COUNTY,Male,1334
2016-2017,8,MARION COUNTY,Female,636
2016-2017,8,MARION COUNTY,Male,626
2016-2017,18,MARTIN COUNTY,Female,580
2016-2017,18,MARTIN COUNTY,Male,667
2016-2017,15,MASON COUNTY,Female,338
2016-2017,15,MASON COUNTY,Male,369
2016-2017,3,MATAGORDA COUNTY,Female,3515
2016-2017,3,MATAGORDA COUNTY,Male,3749
2016-2017,20,MAVERICK COUNTY,Female,7198
2016-2017,20,MAVERICK COUNTY,Male,7633
2016-2017,15,MCCULLOCH COUNTY,Female,693
2016-2017,15,MCCULLOCH COUNTY,Male,805
2016-2017,12,MCLENNAN COUNTY,Female,26085
2016-2017,12,MCLENNAN COUNTY,Male,27647
2016-2017,2,MCMULLEN COUNTY,Female,138
2016-2017,2,MCMULLEN COUNTY,Male,127
2016-2017,20,MEDINA COUNTY,Female,4968
2016-2017,20,MEDINA COUNTY,Male,5231
2016-2017,15,MENARD COUNTY,Female,145
2016-2017,15,MENARD COUNTY,Male,149
2016-2017,18,MIDLAND COUNTY,Female,13376
2016-2017,18,MIDLAND COUNTY,Male,14263
2016-2017,AL,MILAM COUNTY/ALL,Female,2283
2016-2017,AL,MILAM COUNTY/ALL,Male,2426
2016-2017,12,MILLS COUNTY,Female,502
2016-2017,12,MILLS COUNTY,Male,502
2016-2017,14,MITCHELL COUNTY,Female,695
2016-2017,14,MITCHELL COUNTY,Male,746
2016-2017,9,MONTAGUE COUNTY,Female,1655
2016-2017,9,MONTAGUE COUNTY,Male,1679
2016-2017,6,MONTGOMERY COUNTY,Female,52280
2016-2017,6,MONTGOMERY COUNTY,Male,54977
2016-2017,16,MOORE COUNTY,Female,2431
2016-2017,16,MOORE COUNTY,Male,2653
2016-2017,8,MORRIS COUNTY,Female,920
2016-2017,8,MORRIS COUNTY,Male,1055
2016-2017,17,MOTLEY COUNTY,Female,76
2016-2017,17,MOTLEY COUNTY,Male,83
2016-2017,7,NACOGDOCHES COUNTY,Female,5447
2016-2017,7,NACOGDOCHES COUNTY,Male,5791
2016-2017,12,NAVARRO COUNTY,Female,4661
2016-2017,12,NAVARRO COUNTY,Male,5254
2016-2017,5,NEWTON COUNTY,Female,909
2016-2017,5,NEWTON COUNTY,Male,1004
2016-2017,14,NOLAN COUNTY,Female,1520
2016-2017,14,NOLAN COUNTY,Male,1684
2016-2017,AL,NUECES COUNTY/ALL,Female,30059
2016-2017,AL,NUECES COUNTY/ALL,Male,32100
2016-2017,16,OCHILTREE COUNTY,Female,1126
2016-2017,16,OCHILTREE COUNTY,Male,1204
2016-2017,16,OLDHAM COUNTY,Female,424
2016-2017,16,OLDHAM COUNTY,Male,477
2016-2017,5,ORANGE COUNTY,Female,7271
2016-2017,5,ORANGE COUNTY,Male,8063
2016-2017,11,PALO PINTO COUNTY,Female,2215
2016-2017,11,PALO PINTO COUNTY,Male,2405
2016-2017,7,PANOLA COUNTY,Female,1923
2016-2017,7,PANOLA COUNTY,Male,2097
2016-2017,11,PARKER COUNTY,Female,10331
2016-2017,11,PARKER COUNTY,Male,10879
2016-2017,16,PARMER COUNTY,Female,1152
2016-2017,16,PARMER COUNTY,Male,1216
2016-2017,18,PECOS COUNTY,Female,1523
2016-2017,18,PECOS COUNTY,Male,1700
2016-2017,6,POLK COUNTY,Female,3309
2016-2017,6,POLK COUNTY,Male,3624
2016-2017,16,POTTER COUNTY,Female,18283
2016-2017,16,POTTER COUNTY,Male,18989
2016-2017,18,PRESIDIO COUNTY,Female,834
2016-2017,18,PRESIDIO COUNTY,Male,867
2016-2017,7,RAINS COUNTY,Female,795
2016-2017,7,RAINS COUNTY,Male,891
2016-2017,16,RANDALL COUNTY,Female,4750
2016-2017,16,RANDALL COUNTY,Male,5112
2016-2017,18,REAGAN COUNTY,Female,405
2016-2017,18,REAGAN COUNTY,Male,446
2016-2017,20,REAL COUNTY,Female,244
2016-2017,20,REAL COUNTY,Male,262
2016-2017,8,RED RIVER COUNTY,Female,1017
2016-2017,8,RED RIVER COUNTY,Male,1063
2016-2017,18,REEVES COUNTY,Female,1255
2016-2017,18,REEVES COUNTY,Male,1393
2016-2017,3,REFUGIO COUNTY,Female,693
2016-2017,3,REFUGIO COUNTY,Male,706
2016-2017,16,ROBERTS COUNTY,Female,91
2016-2017,16,ROBERTS COUNTY,Male,104
2016-2017,6,ROBERTSON COUNTY,Female,1604
2016-2017,6,ROBERTSON COUNTY,Male,1752
2016-2017,10,ROCKWALL COUNTY,Female,10392
2016-2017,10,ROCKWALL COUNTY,Male,10894
2016-2017,15,RUNNELS COUNTY,Female,982
2016-2017,15,RUNNELS COUNTY,Male,1062
2016-2017,7,RUSK COUNTY,Female,4031
2016-2017,7,RUSK COUNTY,Male,4178
2016-2017,7,SABINE COUNTY,Female,789
2016-2017,7,SABINE COUNTY,Male,799
2016-2017,7,SAN AUGUSTINE COUNTY,Female,539
2016-2017,7,SAN AUGUSTINE COUNTY,Male,598
2016-2017,6,SAN JACINTO COUNTY,Female,1657
2016-2017,6,SAN JACINTO COUNTY,Male,1865
2016-2017,2,SAN PATRICIO COUNTY,Female,6990
2016-2017,2,SAN PATRICIO COUNTY,Male,7494
2016-2017,15,SAN SABA COUNTY,Female,468
2016-2017,15,SAN SABA COUNTY,Male,505
2016-2017,15,SCHLEICHER COUNTY,Female,274
2016-2017,15,SCHLEICHER COUNTY,Male,296
2016-2017,14,SCURRY COUNTY,Female,1585
2016-2017,14,SCURRY COUNTY,Male,1761
2016-2017,14,SHACKELFORD COUNTY,Female,315
2016-2017,14,SHACKELFORD COUNTY,Male,322
2016-2017,7,SHELBY COUNTY,Female,2658
2016-2017,7,SHELBY COUNTY,Male,2883
2016-2017,16,SHERMAN COUNTY,Female,360
2016-2017,16,SHERMAN COUNTY,Male,408
2016-2017,7,SMITH COUNTY,Female,18409
2016-2017,7,SMITH COUNTY,Male,19770
2016-2017,11,SOMERVELL COUNTY,Female,1003
2016-2017,11,SOMERVELL COUNTY,Male,984
2016-2017,1,STARR COUNTY,Female,8723
2016-2017,1,STARR COUNTY,Male,8884
2016-2017,14,STEPHENS COUNTY,Female,716
2016-2017,14,STEPHENS COUNTY,Male,777
2016-2017,15,STERLING COUNTY,Female,134
2016-2017,15,STERLING COUNTY,Male,160
2016-2017,14,STONEWALL COUNTY,Female,133
2016-2017,14,STONEWALL COUNTY,Male,116
2016-2017,15,SUTTON COUNTY,Female,397
2016-2017,15,SUTTON COUNTY,Male,437
2016-2017,16,SWISHER COUNTY,Female,775
2016-2017,16,SWISHER COUNTY,Male,860
2016-2017,11,TARRANT COUNTY,Female,175290
2016-2017,11,TARRANT COUNTY,Male,184589
2016-2017,14,TAYLOR COUNTY,Female,18940
2016-2017,14,TAYLOR COUNTY,Male,19029
2016-2017,18,TERRELL COUNTY,Female,67
2016-2017,18,TERRELL COUNTY,Male,79
2016-2017,17,TERRY COUNTY,Female,1200
2016-2017,17,TERRY COUNTY,Male,1238
2016-2017,9,THROCKMORTON COUNTY,Female,142
2016-2017,9,THROCKMORTON COUNTY,Male,166
2016-2017,8,TITUS COUNTY,Female,3471
2016-2017,8,TITUS COUNTY,Male,3629
2016-2017,15,TOM GREEN COUNTY,Female,10241
2016-2017,15,TOM GREEN COUNTY,Male,10810
2016-2017,13,TRAVIS COUNTY,Female,79640
2016-2017,13,TRAVIS COUNTY,Male,84183
2016-2017,6,TRINITY COUNTY,Female,1139
2016-2017,6,TRINITY COUNTY,Male,1181
2016-2017,5,TYLER COUNTY,Female,1800
2016-2017,5,TYLER COUNTY,Male,1848
2016-2017,7,UPSHUR COUNTY,Female,3509
2016-2017,7,UPSHUR COUNTY,Male,3834
2016-2017,18,UPTON COUNTY,Female,390
2016-2017,18,UPTON COUNTY,Male,429
2016-2017,20,UVALDE COUNTY,Female,2936
2016-2017,20,UVALDE COUNTY,Male,2981
2016-2017,15,VAL VERDE COUNTY,Female,5230
2016-2017,15,VAL VERDE COUNTY,Male,5501
2016-2017,AL,VAN ZANDT COUNTY/ALL,Female,4944
2016-2017,AL,VAN ZANDT COUNTY/ALL,Male,5048
2016-2017,3,VICTORIA COUNTY,Female,7487
2016-2017,3,VICTORIA COUNTY,Male,7899
2016-2017,6,WALKER COUNTY,Female,4125
2016-2017,6,WALKER COUNTY,Male,4248
2016-2017,4,WALLER COUNTY,Female,5241
2016-2017,4,WALLER COUNTY,Male,5631
2016-2017,18,WARD COUNTY,Female,1226
2016-2017,18,WARD COUNTY,Male,1244
2016-2017,6,WASHINGTON COUNTY,Female,2570
2016-2017,6,WASHINGTON COUNTY,Male,2841
2016-2017,1,WEBB COUNTY,Female,33504
2016-2017,1,WEBB COUNTY,Male,35095
2016-2017,3,WHARTON COUNTY,Female,4117
2016-2017,3,WHARTON COUNTY,Male,4393
2016-2017,16,WHEELER COUNTY,Female,517
2016-2017,16,WHEELER COUNTY,Male,608
2016-2017,9,WICHITA COUNTY,Female,10006
2016-2017,9,WICHITA COUNTY,Male,10729
2016-2017,9,WILBARGER COUNTY,Female,1206
2016-2017,9,WILBARGER COUNTY,Male,1162
2016-2017,1,WILLACY COUNTY,Female,2106
2016-2017,1,WILLACY COUNTY,Male,2249
2016-2017,13,WILLIAMSON COUNTY,Female,56782
2016-2017,13,WILLIAMSON COUNTY,Male,60214
2016-2017,20,WILSON COUNTY,Female,4239
2016-2017,20,WILSON COUNTY,Male,4627
2016-2017,18,WINKLER COUNTY,Female,880
2016-2017,18,WINKLER COUNTY,Male,942
2016-2017,11,WISE COUNTY,Female,4429
2016-2017,11,WISE COUNTY,Male,4790
2016-2017,7,WOOD COUNTY,Female,3073
2016-2017,7,WOOD COUNTY,Male,3145
2016-2017,17,YOAKUM COUNTY,Female,1091
2016-2017,17,YOAKUM COUNTY,Male,1095
2016-2017,9,YOUNG COUNTY,Female,1695
2016-2017,9,YOUNG COUNTY,Male,1724
2016-2017,1,ZAPATA COUNTY,Female,1648
2016-2017,1,ZAPATA COUNTY,Male,1913
2016-2017,20,ZAVALA COUNTY,Female,1171
2016-2017,20,ZAVALA COUNTY,Male,1247
