Year,Region,County Name,Gender Name,Enrollment by Gender
2014-2015,7,CHEROKEE COUNTY,Male,4481
2014-2015,16,CHILDRESS COUNTY,Female,545
2014-2015,16,CHILDRESS COUNTY,Male,607
2014-2015,9,CLAY COUNTY,Female,823
2014-2015,9,CLAY COUNTY,Male,926
2014-2015,17,COCHRAN COUNTY,Female,402
2014-2015,17,COCHRAN COUNTY,Male,393
2014-2015,15,COKE COUNTY,Female,285
2014-2015,15,COKE COUNTY,Male,264
2014-2015,15,COLEMAN COUNTY,Female,663
2014-2015,15,COLEMAN COUNTY,Male,675
2014-2015,10,COLLIN COUNTY,Female,92947
2014-2015,10,COLLIN COUNTY,Male,97982
2014-2015,16,COLLINGSWORTH COUNTY,Female,298
2014-2015,16,COLLINGSWORTH COUNTY,Male,306
2014-2015,3,COLORADO COUNTY,Female,1686
2014-2015,3,COLORADO COUNTY,Male,1836
2014-2015,13,COMAL COUNTY,Female,13958
2014-2015,13,COMAL COUNTY,Male,15322
2014-2015,14,COMANCHE COUNTY,Female,1097
2014-2015,14,COMANCHE COUNTY,Male,1173
2014-2015,15,CONCHO COUNTY,Female,232
2014-2015,15,CONCHO COUNTY,Male,226
2014-2015,11,COOKE COUNTY,Female,3164
2014-2015,11,COOKE COUNTY,Male,3216
2014-2015,12,CORYELL COUNTY,Female,5467
2014-2015,12,CORYELL COUNTY,Male,5828
2014-2015,17,COTTLE COUNTY,Female,89
2014-2015,17,COTTLE COUNTY,Male,118
2014-2015,18,CRANE COUNTY,Female,566
2014-2015,18,CRANE COUNTY,Male,598
2014-2015,15,CROCKETT COUNTY,Female,426
2014-2015,15,CROCKETT COUNTY,Male,440
2014-2015,17,CROSBY COUNTY,Female,611
2014-2015,17,CROSBY COUNTY,Male,624
2014-2015,18,CULBERSON COUNTY,Female,228
2014-2015,18,CULBERSON COUNTY,Male,203
2014-2015,16,DALLAM COUNTY,Female,958
2014-2015,16,DALLAM COUNTY,Male,990
2014-2015,10,DALLAS COUNTY,Female,242196
2014-2015,10,DALLAS COUNTY,Male,252711
2014-2015,17,DAWSON COUNTY,Female,1262
2014-2015,17,DAWSON COUNTY,Male,1447
2014-2015,16,DEAF SMITH COUNTY,Female,2191
2014-2015,16,DEAF SMITH COUNTY,Male,2161
2014-2015,8,DELTA COUNTY,Female,497
2014-2015,8,DELTA COUNTY,Male,484
2014-2015,AL,DENTON COUNTY/ALL,Female,59888
2014-2015,AL,DENTON COUNTY/ALL,Male,63956
2014-2015,3,DEWITT COUNTY,Female,2223
2014-2015,3,DEWITT COUNTY,Male,2458
2014-2015,17,DICKENS COUNTY,Female,194
2014-2015,17,DICKENS COUNTY,Male,185
2014-2015,20,DIMMIT COUNTY,Female,1233
2014-2015,20,DIMMIT COUNTY,Male,1216
2014-2015,16,DONLEY COUNTY,Female,303
2014-2015,16,DONLEY COUNTY,Male,290
2014-2015,2,DUVAL COUNTY,Female,1266
2014-2015,2,DUVAL COUNTY,Male,1329
2014-2015,14,EASTLAND COUNTY,Female,1415
2014-2015,14,EASTLAND COUNTY,Male,1502
2014-2015,18,ECTOR COUNTY,Female,16086
2014-2015,18,ECTOR COUNTY,Male,16761
2014-2015,15,EDWARDS COUNTY,Female,264
2014-2015,15,EDWARDS COUNTY,Male,290
2014-2015,19,EL PASO COUNTY,Female,87485
2014-2015,19,EL PASO COUNTY,Male,91617
2014-2015,10,ELLIS COUNTY,Female,16364
2014-2015,10,ELLIS COUNTY,Male,17288
2014-2015,11,ERATH COUNTY,Female,4792
2014-2015,11,ERATH COUNTY,Male,4562
2014-2015,12,FALLS COUNTY,Female,1046
2014-2015,12,FALLS COUNTY,Male,1185
2014-2015,10,FANNIN COUNTY,Female,2568
2014-2015,10,FANNIN COUNTY,Male,2770
2014-2015,13,FAYETTE COUNTY,Female,1866
2014-2015,13,FAYETTE COUNTY,Male,1840
2014-2015,14,FISHER COUNTY,Female,256
2014-2015,14,FISHER COUNTY,Male,276
2014-2015,17,FLOYD COUNTY,Female,597
2014-2015,17,FLOYD COUNTY,Male,658
2014-2015,9,FOARD COUNTY,Female,102
2014-2015,9,FOARD COUNTY,Male,110
2014-2015,4,FORT BEND COUNTY,Female,51782
2014-2015,4,FORT BEND COUNTY,Male,55039
2014-2015,8,FRANKLIN COUNTY,Female,824
2014-2015,8,FRANKLIN COUNTY,Male,837
2014-2015,12,FREESTONE COUNTY,Female,1774
2014-2015,12,FREESTONE COUNTY,Male,1927
2014-2015,20,FRIO COUNTY,Female,1638
2014-2015,20,FRIO COUNTY,Male,1773
2014-2015,17,GAINES COUNTY,Female,1740
2014-2015,17,GAINES COUNTY,Male,1815
2014-2015,AL,GALVESTON COUNTY/ALL,Female,39579
2014-2015,AL,GALVESTON COUNTY/ALL,Male,41842
2014-2015,17,GARZA COUNTY,Female,487
2014-2015,17,GARZA COUNTY,Male,567
2014-2015,13,GILLESPIE COUNTY,Female,1728
2014-2015,13,GILLESPIE COUNTY,Male,1909
2014-2015,18,GLASSCOCK COUNTY,Female,145
2014-2015,18,GLASSCOCK COUNTY,Male,163
2014-2015,3,GOLIAD COUNTY,Female,672
2014-2015,3,GOLIAD COUNTY,Male,736
2014-2015,13,GONZALES COUNTY,Female,2051
2014-2015,13,GONZALES COUNTY,Male,2149
2014-2015,16,GRAY COUNTY,Female,2118
2014-2015,16,GRAY COUNTY,Male,2133
2014-2015,10,GRAYSON COUNTY,Female,10570
2014-2015,10,GRAYSON COUNTY,Male,11291
2014-2015,7,GREGG COUNTY,Female,11728
2014-2015,7,GREGG COUNTY,Male,12511
2014-2015,6,GRIMES COUNTY,Female,2197
2014-2015,6,GRIMES COUNTY,Male,2277
2014-2015,AL,GUADALUPE COUNTY/ALL,Female,12230
2014-2015,AL,GUADALUPE COUNTY/ALL,Male,13029
2014-2015,17,HALE COUNTY,Female,3581
2014-2015,17,HALE COUNTY,Male,3778
2014-2015,16,HALL COUNTY,Female,334
2014-2015,16,HALL COUNTY,Male,393
2014-2015,12,HAMILTON COUNTY,Female,621
2014-2015,12,HAMILTON COUNTY,Male,707
2014-2015,16,HANSFORD COUNTY,Female,712
2014-2015,16,HANSFORD COUNTY,Male,739
2014-2015,9,HARDEMAN COUNTY,Female,362
2014-2015,9,HARDEMAN COUNTY,Male,373
2014-2015,5,HARDIN COUNTY,Female,5125
2014-2015,5,HARDIN COUNTY,Male,5589
2014-2015,4,HARRIS COUNTY,Female,433811
2014-2015,4,HARRIS COUNTY,Male,455921
2014-2015,7,HARRISON COUNTY,Female,6442
2014-2015,7,HARRISON COUNTY,Male,6753
2014-2015,16,HARTLEY COUNTY,Female,199
2014-2015,16,HARTLEY COUNTY,Male,176
2014-2015,14,HASKELL COUNTY,Female,428
2014-2015,14,HASKELL COUNTY,Male,442
2014-2015,13,HAYS COUNTY,Female,16283
2014-2015,13,HAYS COUNTY,Male,17387
2014-2015,16,HEMPHILL COUNTY,Female,527
2014-2015,16,HEMPHILL COUNTY,Male,523
2014-2015,7,HENDERSON COUNTY,Female,4931
2014-2015,7,HENDERSON COUNTY,Male,5250
2014-2015,1,HIDALGO COUNTY,Female,110625
2014-2015,1,HIDALGO COUNTY,Male,115403
2014-2015,12,HILL COUNTY,Female,3179
2014-2015,12,HILL COUNTY,Male,3281
2014-2015,17,HOCKLEY COUNTY,Female,2439
2014-2015,17,HOCKLEY COUNTY,Male,2536
2014-2015,11,HOOD COUNTY,Female,3780
2014-2015,11,HOOD COUNTY,Male,4166
2014-2015,8,HOPKINS COUNTY,Female,3253
2014-2015,8,HOPKINS COUNTY,Male,3478
2014-2015,6,HOUSTON COUNTY,Female,1522
2014-2015,6,HOUSTON COUNTY,Male,1600
2014-2015,18,HOWARD COUNTY,Female,2844
2014-2015,18,HOWARD COUNTY,Male,3047
2014-2015,19,HUDSPETH COUNTY,Female,317
2014-2015,19,HUDSPETH COUNTY,Male,336
2014-2015,10,HUNT COUNTY,Female,7089
2014-2015,10,HUNT COUNTY,Male,7604
2014-2015,16,HUTCHINSON COUNTY,Female,2127
2014-2015,16,HUTCHINSON COUNTY,Male,2216
2014-2015,15,IRION COUNTY,Female,144
2014-2015,15,IRION COUNTY,Male,191
2014-2015,9,JACK COUNTY,Female,774
2014-2015,9,JACK COUNTY,Male,839
2014-2015,3,JACKSON COUNTY,Female,1748
2014-2015,3,JACKSON COUNTY,Male,1823
2014-2015,5,JASPER COUNTY,Female,3097
2014-2015,5,JASPER COUNTY,Male,3276
2014-2015,18,JEFF DAVIS COUNTY,Female,125
2014-2015,18,JEFF DAVIS COUNTY,Male,131
2014-2015,5,JEFFERSON COUNTY,Female,20521
2014-2015,5,JEFFERSON COUNTY,Male,21422
2014-2015,1,JIM HOGG COUNTY,Female,545
2014-2015,1,JIM HOGG COUNTY,Male,583
2014-2015,2,JIM WELLS COUNTY,Female,4007
2014-2015,2,JIM WELLS COUNTY,Male,4399
2014-2015,11,JOHNSON COUNTY,Female,15702
2014-2015,11,JOHNSON COUNTY,Male,16991
2014-2015,14,JONES COUNTY,Female,1305
2014-2015,14,JONES COUNTY,Male,1388
2014-2015,AL,KARNES COUNTY/ALL,Female,1233
2014-2015,AL,KARNES COUNTY/ALL,Male,1291
2014-2015,10,KAUFMAN COUNTY,Female,12754
2014-2015,10,KAUFMAN COUNTY,Male,13446
2014-2015,AL,KENDALL COUNTY/ALL,Female,4179
2014-2015,AL,KENDALL COUNTY/ALL,Male,4541
2014-2015,2,KENEDY COUNTY,Female,32
2014-2015,2,KENEDY COUNTY,Male,46
2014-2015,17,KENT COUNTY,Female,66
2014-2015,17,KENT COUNTY,Male,64
2014-2015,20,KERR COUNTY,Female,3259
2014-2015,20,KERR COUNTY,Male,3592
2014-2015,15,KIMBLE COUNTY,Female,321
2014-2015,15,KIMBLE COUNTY,Male,337
2014-2015,17,KING COUNTY,Female,55
2014-2015,17,KING COUNTY,Male,60
2014-2015,20,KINNEY COUNTY,Female,306
2014-2015,20,KINNEY COUNTY,Male,335
2014-2015,2,KLEBERG COUNTY,Female,2494
2014-2015,2,KLEBERG COUNTY,Male,2682
2014-2015,9,KNOX COUNTY,Female,403
2014-2015,9,KNOX COUNTY,Male,401
2014-2015,20,LA SALLE COUNTY,Female,693
2014-2015,20,LA SALLE COUNTY,Male,660
2014-2015,8,LAMAR COUNTY,Female,4223
2014-2015,8,LAMAR COUNTY,Male,4338
2014-2015,17,LAMB COUNTY,Female,1472
2014-2015,17,LAMB COUNTY,Male,1604
2014-2015,12,LAMPASAS COUNTY,Female,1801
2014-2015,12,LAMPASAS COUNTY,Male,1837
2014-2015,3,LAVACA COUNTY,Female,1130
2014-2015,3,LAVACA COUNTY,Male,1179
2014-2015,13,LEE COUNTY,Female,1522
2014-2015,13,LEE COUNTY,Male,1593
2014-2015,6,LEON COUNTY,Female,1508
2014-2015,6,LEON COUNTY,Male,1611
2014-2015,AL,LIBERTY COUNTY/ALL,Female,7299
2014-2015,AL,LIBERTY COUNTY/ALL,Male,7718
2014-2015,12,LIMESTONE COUNTY,Female,1950
2014-2015,12,LIMESTONE COUNTY,Male,2189
2014-2015,16,LIPSCOMB COUNTY,Female,416
2014-2015,16,LIPSCOMB COUNTY,Male,460
2014-2015,2,LIVE OAK COUNTY,Female,912
2014-2015,2,LIVE OAK COUNTY,Male,938
2014-2015,13,LLANO COUNTY,Female,870
2014-2015,13,LLANO COUNTY,Male,927
2014-2015,17,LUBBOCK COUNTY,Female,24267
2014-2015,17,LUBBOCK COUNTY,Male,25343
2014-2015,17,LYNN COUNTY,Female,652
2014-2015,17,LYNN COUNTY,Male,724
2014-2015,6,MADISON COUNTY,Female,1320
2014-2015,6,MADISON COUNTY,Male,1361
2014-2015,8,MARION COUNTY,Female,570
2014-2015,8,MARION COUNTY,Male,589
2014-2015,18,MARTIN COUNTY,Female,578
2014-2015,18,MARTIN COUNTY,Male,620
2014-2015,15,MASON COUNTY,Female,305
2014-2015,15,MASON COUNTY,Male,349
2014-2015,3,MATAGORDA COUNTY,Female,3400
2014-2015,3,MATAGORDA COUNTY,Male,3721
2014-2015,20,MAVERICK COUNTY,Female,7289
2014-2015,20,MAVERICK COUNTY,Male,7787
2014-2015,15,MCCULLOCH COUNTY,Female,734
2014-2015,15,MCCULLOCH COUNTY,Male,839
2014-2015,12,MCLENNAN COUNTY,Female,25227
2014-2015,12,MCLENNAN COUNTY,Male,26508
2014-2015,2,MCMULLEN COUNTY,Female,136
2014-2015,2,MCMULLEN COUNTY,Male,128
2014-2015,20,MEDINA COUNTY,Female,4784
2014-2015,20,MEDINA COUNTY,Male,5005
2014-2015,15,MENARD COUNTY,Female,147
2014-2015,15,MENARD COUNTY,Male,158
2014-2015,18,MIDLAND COUNTY,Female,12961
2014-2015,18,MIDLAND COUNTY,Male,14005
2014-2015,AL,MILAM COUNTY/ALL,Female,2279
2014-2015,AL,MILAM COUNTY/ALL,Male,2414
2014-2015,12,MILLS COUNTY,Female,517
2014-2015,12,MILLS COUNTY,Male,456
2014-2015,14,MITCHELL COUNTY,Female,746
2014-2015,14,MITCHELL COUNTY,Male,749
2014-2015,9,MONTAGUE COUNTY,Female,1671
2014-2015,9,MONTAGUE COUNTY,Male,1695
2014-2015,6,MONTGOMERY COUNTY,Female,49071
2014-2015,6,MONTGOMERY COUNTY,Male,51617
2014-2015,16,MOORE COUNTY,Female,2395
2014-2015,16,MOORE COUNTY,Male,2697
2014-2015,8,MORRIS COUNTY,Female,964
2014-2015,8,MORRIS COUNTY,Male,1116
2014-2015,17,MOTLEY COUNTY,Female,77
2014-2015,17,MOTLEY COUNTY,Male,90
2014-2015,7,NACOGDOCHES COUNTY,Female,5388
2014-2015,7,NACOGDOCHES COUNTY,Male,5800
2014-2015,12,NAVARRO COUNTY,Female,4681
2014-2015,12,NAVARRO COUNTY,Male,5185
2014-2015,5,NEWTON COUNTY,Female,947
2014-2015,5,NEWTON COUNTY,Male,1008
2014-2015,14,NOLAN COUNTY,Female,1502
2014-2015,14,NOLAN COUNTY,Male,1659
2014-2015,2,NUECES COUNTY,Female,30264
2014-2015,2,NUECES COUNTY,Male,32118
2014-2015,16,OCHILTREE COUNTY,Female,1178
2014-2015,16,OCHILTREE COUNTY,Male,1247
2014-2015,16,OLDHAM COUNTY,Female,382
2014-2015,16,OLDHAM COUNTY,Male,467
2014-2015,5,ORANGE COUNTY,Female,7299
2014-2015,5,ORANGE COUNTY,Male,7935
2014-2015,11,PALO PINTO COUNTY,Female,2243
2014-2015,11,PALO PINTO COUNTY,Male,2412
2014-2015,7,PANOLA COUNTY,Female,1921
2014-2015,7,PANOLA COUNTY,Male,2115
2014-2015,11,PARKER COUNTY,Female,9767
2014-2015,11,PARKER COUNTY,Male,10336
2014-2015,16,PARMER COUNTY,Female,1153
2014-2015,16,PARMER COUNTY,Male,1228
2014-2015,18,PECOS COUNTY,Female,1541
2014-2015,18,PECOS COUNTY,Male,1667
2014-2015,6,POLK COUNTY,Female,3270
2014-2015,6,POLK COUNTY,Male,3580
2014-2015,16,POTTER COUNTY,Female,18240
2014-2015,16,POTTER COUNTY,Male,19030
2014-2015,18,PRESIDIO COUNTY,Female,834
2014-2015,18,PRESIDIO COUNTY,Male,892
2014-2015,7,RAINS COUNTY,Female,779
2014-2015,7,RAINS COUNTY,Male,858
2014-2015,16,RANDALL COUNTY,Female,4489
2014-2015,16,RANDALL COUNTY,Male,4930
2014-2015,18,REAGAN COUNTY,Female,440
2014-2015,18,REAGAN COUNTY,Male,448
2014-2015,20,REAL COUNTY,Female,230
2014-2015,20,REAL COUNTY,Male,239
2014-2015,8,RED RIVER COUNTY,Female,1070
2014-2015,8,RED RIVER COUNTY,Male,1122
2014-2015,18,REEVES COUNTY,Female,1253
2014-2015,18,REEVES COUNTY,Male,1341
2014-2015,3,REFUGIO COUNTY,Female,705
2014-2015,3,REFUGIO COUNTY,Male,738
2014-2015,16,ROBERTS COUNTY,Female,100
2014-2015,16,ROBERTS COUNTY,Male,109
2014-2015,6,ROBERTSON COUNTY,Female,1574
2014-2015,6,ROBERTSON COUNTY,Male,1691
2014-2015,10,ROCKWALL COUNTY,Female,9740
2014-2015,10,ROCKWALL COUNTY,Male,10322
2014-2015,15,RUNNELS COUNTY,Female,978
2014-2015,15,RUNNELS COUNTY,Male,1069
2014-2015,7,RUSK COUNTY,Female,4074
2014-2015,7,RUSK COUNTY,Male,4216
2014-2015,7,SABINE COUNTY,Female,791
2014-2015,7,SABINE COUNTY,Male,780
2014-2015,7,SAN AUGUSTINE COUNTY,Female,578
2014-2015,7,SAN AUGUSTINE COUNTY,Male,609
2014-2015,6,SAN JACINTO COUNTY,Female,1592
2014-2015,6,SAN JACINTO COUNTY,Male,1858
2014-2015,2,SAN PATRICIO COUNTY,Female,7207
2014-2015,2,SAN PATRICIO COUNTY,Male,7546
2014-2015,15,SAN SABA COUNTY,Female,474
2014-2015,15,SAN SABA COUNTY,Male,468
2014-2015,15,SCHLEICHER COUNTY,Female,291
2014-2015,15,SCHLEICHER COUNTY,Male,307
2014-2015,14,SCURRY COUNTY,Female,1605
2014-2015,14,SCURRY COUNTY,Male,1781
2014-2015,14,SHACKELFORD COUNTY,Female,305
2014-2015,14,SHACKELFORD COUNTY,Male,282
2014-2015,7,SHELBY COUNTY,Female,2707
2014-2015,7,SHELBY COUNTY,Male,2929
2014-2015,16,SHERMAN COUNTY,Female,374
2014-2015,16,SHERMAN COUNTY,Male,415
2014-2015,7,SMITH COUNTY,Female,18118
2014-2015,7,SMITH COUNTY,Male,19015
2014-2015,11,SOMERVELL COUNTY,Female,945
2014-2015,11,SOMERVELL COUNTY,Male,968
2014-2015,1,STARR COUNTY,Female,8722
2014-2015,1,STARR COUNTY,Male,8862
2014-2015,14,STEPHENS COUNTY,Female,713
2014-2015,14,STEPHENS COUNTY,Male,759
2014-2015,15,STERLING COUNTY,Female,143
2014-2015,15,STERLING COUNTY,Male,183
2014-2015,14,STONEWALL COUNTY,Female,137
2014-2015,14,STONEWALL COUNTY,Male,113
2014-2015,15,SUTTON COUNTY,Female,440
2014-2015,15,SUTTON COUNTY,Male,479
2014-2015,16,SWISHER COUNTY,Female,769
2014-2015,16,SWISHER COUNTY,Male,797
2014-2015,11,TARRANT COUNTY,Female,173234
2014-2015,11,TARRANT COUNTY,Male,182599
2014-2015,14,TAYLOR COUNTY,Female,19173
2014-2015,14,TAYLOR COUNTY,Male,18660
2014-2015,18,TERRELL COUNTY,Female,60
2014-2015,18,TERRELL COUNTY,Male,82
2014-2015,17,TERRY COUNTY,Female,1207
2014-2015,17,TERRY COUNTY,Male,1208
2014-2015,9,THROCKMORTON COUNTY,Female,151
2014-2015,9,THROCKMORTON COUNTY,Male,191
2014-2015,8,TITUS COUNTY,Female,3513
2014-2015,8,TITUS COUNTY,Male,3598
2014-2015,15,TOM GREEN COUNTY,Female,9894
2014-2015,15,TOM GREEN COUNTY,Male,10338
2014-2015,13,TRAVIS COUNTY,Female,78164
2014-2015,13,TRAVIS COUNTY,Male,82617
2014-2015,6,TRINITY COUNTY,Female,1113
2014-2015,6,TRINITY COUNTY,Male,1177
2014-2015,5,TYLER COUNTY,Female,1725
2014-2015,5,TYLER COUNTY,Male,1800
2014-2015,7,UPSHUR COUNTY,Female,3370
2014-2015,7,UPSHUR COUNTY,Male,3751
2014-2015,18,UPTON COUNTY,Female,427
2014-2015,18,UPTON COUNTY,Male,398
2014-2015,20,UVALDE COUNTY,Female,2898
2014-2015,20,UVALDE COUNTY,Male,3003
2014-2015,15,VAL VERDE COUNTY,Female,5277
2014-2015,15,VAL VERDE COUNTY,Male,5595
2014-2015,AL,VAN ZANDT COUNTY/ALL,Female,4821
2014-2015,AL,VAN ZANDT COUNTY/ALL,Male,5047
2014-2015,3,VICTORIA COUNTY,Female,7542
2014-2015,3,VICTORIA COUNTY,Male,7981
2014-2015,6,WALKER COUNTY,Female,3772
2014-2015,6,WALKER COUNTY,Male,3963
2014-2015,4,WALLER COUNTY,Female,4820
2014-2015,4,WALLER COUNTY,Male,5122
2014-2015,18,WARD COUNTY,Female,1177
2014-2015,18,WARD COUNTY,Male,1236
2014-2015,6,WASHINGTON COUNTY,Female,2484
2014-2015,6,WASHINGTON COUNTY,Male,2797
2014-2015,1,WEBB COUNTY,Female,33603
2014-2015,1,WEBB COUNTY,Male,35207
2014-2015,3,WHARTON COUNTY,Female,4085
2014-2015,3,WHARTON COUNTY,Male,4320
2014-2015,16,WHEELER COUNTY,Female,565
2014-2015,16,WHEELER COUNTY,Male,657
2014-2015,9,WICHITA COUNTY,Female,10141
2014-2015,9,WICHITA COUNTY,Male,10615
2014-2015,9,WILBARGER COUNTY,Female,1205
2014-2015,9,WILBARGER COUNTY,Male,1255
2014-2015,1,WILLACY COUNTY,Female,2133
2014-2015,1,WILLACY COUNTY,Male,2283
2014-2015,13,WILLIAMSON COUNTY,Female,54176
2014-2015,13,WILLIAMSON COUNTY,Male,57149
2014-2015,20,WILSON COUNTY,Female,4191
2014-2015,20,WILSON COUNTY,Male,4609
2014-2015,18,WINKLER COUNTY,Female,894
2014-2015,18,WINKLER COUNTY,Male,969
2014-2015,11,WISE COUNTY,Female,4247
2014-2015,11,WISE COUNTY,Male,4666
2014-2015,7,WOOD COUNTY,Female,3007
2014-2015,7,WOOD COUNTY,Male,3074
2014-2015,17,YOAKUM COUNTY,Female,1113
2014-2015,17,YOAKUM COUNTY,Male,1102
2014-2015,9,YOUNG COUNTY,Female,1688
2014-2015,9,YOUNG COUNTY,Male,1746
2014-2015,1,ZAPATA COUNTY,Female,1746
2014-2015,1,ZAPATA COUNTY,Male,1954
2014-2015,20,ZAVALA COUNTY,Female,1257
2014-2015,20,ZAVALA COUNTY,Male,1298
